"","GEO.id2","Id.x","Geography.x","Estimate..Total..x","Margin.of.Error..Total..x","Estimate..Total....White.alone","Margin.of.Error..Total....White.alone","Estimate..Total....Black.or.African.American.alone","Margin.of.Error..Total....Black.or.African.American.alone","Estimate..Total....American.Indian.and.Alaska.Native.alone","Margin.of.Error..Total....American.Indian.and.Alaska.Native.alone","Estimate..Total....Asian.alone","Margin.of.Error..Total....Asian.alone","Estimate..Total....Native.Hawaiian.and.Other.Pacific.Islander.alone","Margin.of.Error..Total....Native.Hawaiian.and.Other.Pacific.Islander.alone","Estimate..Total....Some.other.race.alone","Margin.of.Error..Total....Some.other.race.alone","Estimate..Total....Two.or.more.races.","Margin.of.Error..Total....Two.or.more.races.","Estimate..Total....Two.or.more.races....Two.races.including.Some.other.race","Margin.of.Error..Total....Two.or.more.races....Two.races.including.Some.other.race","Estimate..Total....Two.or.more.races....Two.races.excluding.Some.other.race..and.three.or.more.races","Margin.of.Error..Total....Two.or.more.races....Two.races.excluding.Some.other.race..and.three.or.more.races","Id.y","Geography.y","Estimate..Total..y","Margin.of.Error..Total..y","Estimate..Total....Not.Hispanic.or.Latino","Margin.of.Error..Total....Not.Hispanic.or.Latino","Estimate..Total....Hispanic.or.Latino","Margin.of.Error..Total....Hispanic.or.Latino","Crude.Prevalence..","Crude.95..CI","X2010.Census.Population","Estimate.Total.Commuters","Estimate.Bike.Commuters","MOE.Total.Commuters","MOE.Bike.Commuters","state_abbr","city_name","metric_number","est","lci","uci","data_yr_type"
"11",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",17,16.6,15.8,17.4,"2016, 1 Year Modeled Estimate"
"12",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",5,88.7,87.5,89.9,"2016, 1 Year Modeled Estimate"
"13",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",27,NA,-999,-999,"2018"
"14",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",12,53.3,48.7,57.9,"2017, 5 Year Estimate"
"15",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",13,58.7,-999,-999,"2017, 5 Year Estimate"
"16",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",14,8,-999,-999,"2017, 5 Year Estimate"
"17",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",37,85.6,82.4,88.8,"2010-2015, 6 Year Modeled Estimate"
"18",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",18,9,8.2,9.8,"2016, 1 Year Modeled Estimate"
"19",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",2,10,-999,-999,"2015"
"20",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",8,5.6,5.1,6.1,"2016, 1 Year Modeled Estimate"
"21",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",22,9.2,7.8,10.6,"2016, 1 Year Modeled Estimate"
"22",11001000100,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4665,431,53,60,0,17,296,176,0,17,53,60,103,101,0,17,103,101,"1400000US11001000100","Census Tract 1, District of Columbia, District of Columbia",5170,350,4545,358,625,249,3.9,"( 3.6, 4.3)","4,890",3114,268,276,121,"DC","Washington",11,30.2,22.2,38.3,"2017, 5 Year Estimate"
"23",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",19,24.1,20.6,27.6,"2016, 1 Year Modeled Estimate"
"24",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",3,28.3,26.1,30.5,"2016, 1 Year Modeled Estimate"
"25",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",6,1.7,1.6,1.8,"2016, 1 Year Modeled Estimate"
"26",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",24,6.4,2,10.8,"2017, 5 Year Estimate"
"27",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",27,NA,-999,-999,"2018"
"28",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",12,NA,NA,NA,"2017, 5 Year Estimate"
"29",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",5,64.3,59.6,69,"2016, 1 Year Modeled Estimate"
"30",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",15,77.4,76.3,78.5,"2015"
"31",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",21,69.5,-999,-999,"2017, 5 Year Estimate"
"32",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",2,10,-999,-999,"2015"
"33",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",25,2.4,0,5,"2017, 5 Year Estimate"
"34",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",17,16.8,15,18.6,"2016, 1 Year Modeled Estimate"
"35",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",9,9.1,8.2,10,"2015, 1 Year Modeled Estimate"
"36",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",18,17.3,14.6,20,"2016, 1 Year Modeled Estimate"
"37",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",37,NA,NA,NA,"2010-2015, 6 Year Modeled Estimate"
"38",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",7,19.2,17.6,20.8,"2016, 1 Year Modeled Estimate"
"39",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",14,NA,-999,-999,"2017, 5 Year Estimate"
"40",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",8,7,6.2,7.8,"2016, 1 Year Modeled Estimate"
"41",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",4,NA,NA,NA,"2017, 5 Year Estimate"
"42",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",13,NA,-999,-999,"2017, 5 Year Estimate"
"43",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",22,22.1,18.6,25.6,"2016, 1 Year Modeled Estimate"
"44",11001000201,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,2659,471,294,104,7,16,506,169,0,12,58,70,158,79,37,43,121,73,"1400000US11001000201","Census Tract 2.01, District of Columbia, District of Columbia",3682,568,3246,515,436,137,1.2,"( 1.1, 1.3)","3,916",1342,0,278,12,"DC","Washington",11,NA,NA,NA,"2017, 5 Year Estimate"
"45",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",3,30.8,29.6,32,"2016, 1 Year Modeled Estimate"
"46",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",19,36.5,32.4,40.7,"2016, 1 Year Modeled Estimate"
"47",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",27,NA,-999,-999,"2018"
"48",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",21,52.6,-999,-999,"2017, 5 Year Estimate"
"49",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",6,4.1,3.8,4.4,"2016, 1 Year Modeled Estimate"
"50",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",24,3.1,1.3,4.9,"2017, 5 Year Estimate"
"51",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",15,6.1,5.6,6.6,"2015"
"52",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",9,15.8,15,16.6,"2015, 1 Year Modeled Estimate"
"53",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",12,40,34.9,45,"2017, 5 Year Estimate"
"54",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",4,0,0,5.8,"2017, 5 Year Estimate"
"55",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",37,80.7,78.7,82.7,"2010-2015, 6 Year Modeled Estimate"
"56",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",11,30.1,20.5,39.7,"2017, 5 Year Estimate"
"57",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",25,3.7,1,6.3,"2017, 5 Year Estimate"
"58",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",5,84,81.5,86.5,"2016, 1 Year Modeled Estimate"
"59",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",2,10,-999,-999,"2015"
"60",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",22,12.2,9.6,14.8,"2016, 1 Year Modeled Estimate"
"61",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",17,15.6,14.5,16.7,"2016, 1 Year Modeled Estimate"
"62",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",14,7,-999,-999,"2017, 5 Year Estimate"
"63",11001000202,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,3680,465,327,299,0,12,226,100,0,12,93,128,147,123,8,20,139,123,"1400000US11001000202","Census Tract 2.02, District of Columbia, District of Columbia",4473,600,4110,557,363,193,2.9,"( 2.7, 3.3)","5,425",2441,127,516,165,"DC","Washington",13,48.7,-999,-999,"2017, 5 Year Estimate"
